ProductId,OrderID,Product,Category,Brand,Platform,City,Price,Quantity,TotalAmount,Rating,Reviews,,,,,
P2981,ORD102980,Xiaomi Redmi Note 12,Electronics,Xiaomi,Amazon,Alexandria,11476.07,1,11476.07,3.33,579,,,,,
P2982,ORD102981,Samsung Galaxy A14,Electronics,Samsung,Souq,Casablanca,19654.22,4,78616.88,3.02,4887,,,,,
P2983,ORD102982,Dell Inspiron 3501,Computers,Dell,Amazon,Cairo,9287.57,2,18575.14,4.21,4290,,,,,
P2984,ORD102983,Nike Air Max,Fashion,Nike,Jumia,Dubai,15566.57,2,31133.14,4.69,3445,,,,,
P2985,ORD102984,Bluetooth Headset,Accessories,JBL,Amazon,Giza,4728.09,5,23640.45,2.63,4502,,,,,
P2986,ORD102985,Xiaomi Redmi Note 12,Electronics,Xiaomi,Amazon,Riyadh,12740.54,2,25481.08,4.92,279,,,,,
P2987,ORD102986,Samsung Galaxy A14,Electronics,Samsung,Jumia,Casablanca,3594.57,1,3594.57,1.18,2534,,,,,
P2988,ORD102987,Smartwatch FitPro,Wearables,FitPro,Amazon,Casablanca,1154.19,2,2308.38,1.3,3189,,,,,
P2989,ORD102988,Xiaomi Redmi Note 12,Electronics,Xiaomi,Amazon,Casablanca,1167.51,3,3502.53,3.03,3654,,,,,
P2990,ORD102989,T-shirt Cotton,Fashion,Generic,Amazon,Riyadh,5326.98,5,26634.9,1.66,4484,,,,,
P2991,ORD102990,Nike Air Max,Fashion,Nike,Jumia,Casablanca,9515.43,5,47577.15,2.57,2905,,,,,
P2992,ORD102991,HP Pavilion Laptop,Computers,HP,Souq,Giza,13456.9,2,26913.8,2.55,2585,,,,,
P2993,ORD102992,Smartwatch FitPro,Wearables,FitPro,Amazon,Casablanca,7463.55,5,37317.75,1.65,1651,,,,,
P2994,ORD102993,Smartwatch FitPro,Wearables,FitPro,Jumia,Dubai,1744.64,3,5233.92,3.41,2169,,,,,
P2995,ORD102994,iPhone 13,Electronics,Apple,Souq,Alexandria,17251.85,2,34503.7,4.03,4094,,,,,
P2996,ORD102995,HP Pavilion Laptop,Computers,HP,Amazon,Riyadh,9714.53,3,29143.59,4.88,4613,,,,,
P2997,ORD102996,HP Pavilion Laptop,Computers,HP,Souq,Dubai,870.8,2,1741.6,2.51,2632,,,,,
P2998,ORD102997,Nike Air Max,Fashion,Nike,Jumia,Giza,15370.19,1,15370.19,1.89,4306,,,,,
P2999,ORD102998,HP Pavilion Laptop,Computers,HP,Amazon,Cairo,162.33,2,324.66,1.79,4107,,,,,
P3000,ORD102999,Nike Air Max,Fashion,Nike,Souq,Giza,19470.41,3,58411.23,4.38,114,,,,,
P3001,ORD103000,T-shirt Cotton,Fashion,Generic,Amazon,Riyadh,15133.89,4,60535.56,3.77,1879,,,,,
P3002,ORD103001,T-shirt Cotton,Fashion,Generic,Jumia,Cairo,11919.9,2,23839.8,2.8,886,,,,,
P3003,ORD103002,Xiaomi Redmi Note 12,Electronics,Xiaomi,Souq,Cairo,1454.04,2,2908.08,2.59,808,,,,,
P3004,ORD103003,Bluetooth Headset,Accessories,JBL,Souq,Alexandria,15304.71,4,61218.84,2.97,2684,,,,,
P3005,ORD103004,Smartwatch FitPro,Wearables,FitPro,Jumia,Riyadh,9729.79,4,38919.16,4.71,556,,,,,
P3006,ORD103005,Dell Inspiron 3501,Computers,Dell,Jumia,Casablanca,2364.22,3,7092.66,2.75,2884,,,,,
P3007,ORD103006,Dell Inspiron 3501,Computers,Dell,Jumia,Alexandria,2276.46,4,9105.84,2.18,1168,,,,,
P3008,ORD103007,Xiaomi Redmi Note 12,Electronics,Xiaomi,Jumia,Giza,13786.85,2,27573.7,3.9,1364,,,,,
P3009,ORD103008,Nike Air Max,Fashion,Nike,Jumia,Casablanca,592.08,2,1184.16,4.84,3521,,,,,
P3010,ORD103009,Nike Air Max,Fashion,Nike,Jumia,Dubai,10225.71,5,51128.55,1.3,4935,,,,,
P3011,ORD103010,Samsung Galaxy A14,Electronics,Samsung,Jumia,Riyadh,1848.13,3,5544.39,1.58,2683,,,,,
P3012,ORD103011,iPhone 13,Electronics,Apple,Jumia,Giza,10295.46,3,30886.38,3.78,2528,,,,,
P3013,ORD103012,iPhone 13,Electronics,Apple,Amazon,Alexandria,15174.09,1,15174.09,4.56,1866,,,,,
P3014,ORD103013,Xiaomi Redmi Note 12,Electronics,Xiaomi,Amazon,Dubai,8281.56,5,41407.8,2.77,1727,,,,,
P3015,ORD103014,Nike Air Max,Fashion,Nike,Souq,Riyadh,4440.15,4,17760.6,4.82,159,,,,,
P3016,ORD103015,Smartwatch FitPro,Wearables,FitPro,Amazon,Casablanca,18923.99,5,94619.95,2.42,3743,,,,,
P3017,ORD103016,Samsung Galaxy A14,Electronics,Samsung,Amazon,Casablanca,18790.99,4,75163.96,3.79,4833,,,,,
P3018,ORD103017,T-shirt Cotton,Fashion,Generic,Souq,Alexandria,1814.51,2,3629.02,2.32,72,,,,,
P3019,ORD103018,Samsung Galaxy A14,Electronics,Samsung,Souq,Riyadh,3619.44,1,3619.44,1.74,4740,,,,,
P3020,ORD103019,T-shirt Cotton,Fashion,Generic,Jumia,Cairo,13828.25,2,27656.5,2.38,2542,,,,,
P3021,ORD103020,Nike Air Max,Fashion,Nike,Souq,Cairo,5370.12,5,26850.6,4.7,285,,,,,
P3022,ORD103021,Smartwatch FitPro,Wearables,FitPro,Souq,Dubai,15054.97,1,15054.97,2.29,2731,,,,,
P3023,ORD103022,Bluetooth Headset,Accessories,JBL,Amazon,Cairo,9344.55,5,46722.75,3.73,618,,,,,
P3024,ORD103023,Xiaomi Redmi Note 12,Electronics,Xiaomi,Souq,Riyadh,1500.31,2,3000.62,4.63,4510,,,,,
P3025,ORD103024,Nike Air Max,Fashion,Nike,Jumia,Alexandria,3413.98,4,13655.92,1.9,799,,,,,
P3026,ORD103025,Bluetooth Headset,Accessories,JBL,Amazon,Giza,18658.33,1,18658.33,2.44,3647,,,,,
P3027,ORD103026,Smartwatch FitPro,Wearables,FitPro,Amazon,Casablanca,137.79,3,413.37,3.4,3138,,,,,
P3028,ORD103027,Smartwatch FitPro,Wearables,FitPro,Amazon,Casablanca,2791.1,2,5582.2,4.83,2289,,,,,
P3029,ORD103028,Dell Inspiron 3501,Computers,Dell,Amazon,Cairo,6445.08,3,19335.24,2.47,4947,,,,,
P3030,ORD103029,Samsung Galaxy A14,Electronics,Samsung,Amazon,Dubai,432.22,4,1728.88,2.94,4247,,,,,
P3031,ORD103030,Xiaomi Redmi Note 12,Electronics,Xiaomi,Jumia,Cairo,2996.83,2,5993.66,2.4,2952,,,,,
P3032,ORD103031,Nike Air Max,Fashion,Nike,Amazon,Dubai,3560,3,10680,1.06,1852,,,,,
P3033,ORD103032,Smartwatch FitPro,Wearables,FitPro,Souq,Casablanca,19148.08,5,95740.4,1.13,209,,,,,
P3034,ORD103033,T-shirt Cotton,Fashion,Generic,Amazon,Riyadh,5843.91,4,23375.64,4.49,2520,,,,,
P3035,ORD103034,iPhone 13,Electronics,Apple,Jumia,Riyadh,16660.49,4,66641.96,2.54,4595,,,,,
P3036,ORD103035,Smartwatch FitPro,Wearables,FitPro,Amazon,Alexandria,14795.9,4,59183.6,2.05,4742,,,,,
P3037,ORD103036,T-shirt Cotton,Fashion,Generic,Souq,Giza,7553.26,3,22659.78,3.06,2262,,,,,
P3038,ORD103037,iPhone 13,Electronics,Apple,Souq,Casablanca,10450.9,5,52254.5,3.86,4994,,,,,
P3039,ORD103038,Nike Air Max,Fashion,Nike,Amazon,Casablanca,9107.65,3,27322.95,2.76,309,,,,,
P3040,ORD103039,Bluetooth Headset,Accessories,JBL,Jumia,Riyadh,10613.93,2,21227.86,2.83,4702,,,,,
P3041,ORD103040,T-shirt Cotton,Fashion,Generic,Amazon,Casablanca,16909.63,2,33819.26,2.48,2888,,,,,
P3042,ORD103041,Dell Inspiron 3501,Computers,Dell,Souq,Alexandria,4512.66,3,13537.98,2.48,1789,,,,,
P3043,ORD103042,Smartwatch FitPro,Wearables,FitPro,Amazon,Giza,6148.69,3,18446.07,2.19,4585,,,,,
P3044,ORD103043,Xiaomi Redmi Note 12,Electronics,Xiaomi,Amazon,Giza,12803.23,4,51212.92,1.36,545,,,,,
P3045,ORD103044,Samsung Galaxy A14,Electronics,Samsung,Souq,Cairo,3774.61,2,7549.22,3.48,4713,,,,,
P3046,ORD103045,Adidas Running Shoes,Fashion,Adidas,Jumia,Cairo,18738.03,1,18738.03,2.16,2618,,,,,
P3047,ORD103046,Xiaomi Redmi Note 12,Electronics,Xiaomi,Amazon,Alexandria,17902.54,1,17902.54,4.57,4113,,,,,
P3048,ORD103047,Xiaomi Redmi Note 12,Electronics,Xiaomi,Amazon,Alexandria,18941.79,1,18941.79,2.13,951,,,,,
P3049,ORD103048,Smartwatch FitPro,Wearables,FitPro,Amazon,Cairo,12243.64,4,48974.56,4.69,1525,,,,,
P3050,ORD103049,Adidas Running Shoes,Fashion,Adidas,Jumia,Cairo,17076.19,3,51228.57,2.39,2090,,,,,
P3051,ORD103050,Samsung Galaxy A14,Electronics,Samsung,Jumia,Giza,3839.91,3,11519.73,3.11,2295,,,,,
P3052,ORD103051,Samsung Galaxy A14,Electronics,Samsung,Souq,Casablanca,6556.74,2,13113.48,4.01,3872,,,,,
P3053,ORD103052,Bluetooth Headset,Accessories,JBL,Jumia,Casablanca,1015.01,4,4060.04,2.71,3382,,,,,
P3054,ORD103053,Bluetooth Headset,Accessories,JBL,Jumia,Cairo,4830.62,2,9661.24,2.28,1541,,,,,
P3055,ORD103054,Samsung Galaxy A14,Electronics,Samsung,Souq,Giza,5475.35,4,21901.4,3.72,4632,,,,,
P3056,ORD103055,Bluetooth Headset,Accessories,JBL,Souq,Cairo,18749.89,3,56249.67,4.19,3935,,,,,
P3057,ORD103056,Dell Inspiron 3501,Computers,Dell,Souq,Dubai,8550.92,2,17101.84,1.11,4568,,,,,
P3058,ORD103057,Dell Inspiron 3501,Computers,Dell,Souq,Alexandria,4804.64,2,9609.28,1.23,4694,,,,,
P3059,ORD103058,Nike Air Max,Fashion,Nike,Amazon,Riyadh,7082.71,2,14165.42,3.43,923,,,,,
P3060,ORD103059,Samsung Galaxy A14,Electronics,Samsung,Souq,Riyadh,14688.59,2,29377.18,2.49,1031,,,,,
P3061,ORD103060,Smartwatch FitPro,Wearables,FitPro,Jumia,Casablanca,19259.44,4,77037.76,2.75,4696,,,,,
P3062,ORD103061,iPhone 13,Electronics,Apple,Souq,Giza,5161.01,5,25805.05,1.21,2487,,,,,
P3063,ORD103062,Adidas Running Shoes,Fashion,Adidas,Amazon,Casablanca,7045.74,3,21137.22,4.66,859,,,,,
P3064,ORD103063,Bluetooth Headset,Accessories,JBL,Souq,Alexandria,3944.66,5,19723.3,2,1325,,,,,
P3065,ORD103064,Nike Air Max,Fashion,Nike,Amazon,Cairo,2956.69,5,14783.45,3.12,4503,,,,,
P3066,ORD103065,iPhone 13,Electronics,Apple,Souq,Giza,1103.61,2,2207.22,1.4,1239,,,,,
P3067,ORD103066,Smartwatch FitPro,Wearables,FitPro,Jumia,Alexandria,744.55,4,2978.2,1.48,4895,,,,,
P3068,ORD103067,Dell Inspiron 3501,Computers,Dell,Amazon,Riyadh,508.54,2,1017.08,2.81,1466,,,,,
P3069,ORD103068,T-shirt Cotton,Fashion,Generic,Jumia,Alexandria,15619.68,1,15619.68,3.1,2715,,,,,
P3070,ORD103069,Dell Inspiron 3501,Computers,Dell,Souq,Riyadh,11160.6,1,11160.6,2.03,2832,,,,,
P3071,ORD103070,iPhone 13,Electronics,Apple,Souq,Riyadh,5527.3,4,22109.2,1.28,3599,,,,,
P3072,ORD103071,HP Pavilion Laptop,Computers,HP,Souq,Casablanca,18470.18,4,73880.72,3.06,4205,,,,,
P3073,ORD103072,iPhone 13,Electronics,Apple,Souq,Giza,366.26,5,1831.3,4.52,3057,,,,,
P3074,ORD103073,Samsung Galaxy A14,Electronics,Samsung,Amazon,Cairo,5063.39,5,25316.95,4.42,2080,,,,,
P3075,ORD103074,iPhone 13,Electronics,Apple,Jumia,Alexandria,8091.6,3,24274.8,1.15,1903,,,,,
P3076,ORD103075,T-shirt Cotton,Fashion,Generic,Souq,Casablanca,17198.17,5,85990.85,4.07,2823,,,,,
P3077,ORD103076,Bluetooth Headset,Accessories,JBL,Jumia,Casablanca,17204.68,1,17204.68,1.44,1632,,,,,
P3078,ORD103077,T-shirt Cotton,Fashion,Generic,Souq,Casablanca,5119.82,5,25599.1,1.09,2221,,,,,
P3079,ORD103078,Samsung Galaxy A14,Electronics,Samsung,Jumia,Cairo,17547.2,2,35094.4,4.72,4721,,,,,
P3080,ORD103079,Dell Inspiron 3501,Computers,Dell,Souq,Giza,12924.35,2,25848.7,4.05,2359,,,,,
P3081,ORD103080,HP Pavilion Laptop,Computers,HP,Souq,Cairo,15747.72,5,78738.6,4.62,4071,,,,,
P3082,ORD103081,Samsung Galaxy A14,Electronics,Samsung,Amazon,Alexandria,331.37,2,662.74,4.01,1382,,,,,
P3083,ORD103082,Nike Air Max,Fashion,Nike,Amazon,Casablanca,11185.19,2,22370.38,2.18,1548,,,,,
P3084,ORD103083,HP Pavilion Laptop,Computers,HP,Amazon,Riyadh,1282.43,4,5129.72,2.58,4873,,,,,
P3085,ORD103084,Adidas Running Shoes,Fashion,Adidas,Jumia,Casablanca,17615.38,5,88076.9,4.77,1224,,,,,
P3086,ORD103085,Adidas Running Shoes,Fashion,Adidas,Amazon,Riyadh,18022.68,5,90113.4,1.64,4536,,,,,
P3087,ORD103086,Samsung Galaxy A14,Electronics,Samsung,Amazon,Riyadh,145.61,5,728.05,3.82,4304,,,,,
P3088,ORD103087,HP Pavilion Laptop,Computers,HP,Jumia,Giza,8272.25,1,8272.25,1.34,1265,,,,,
P3089,ORD103088,iPhone 13,Electronics,Apple,Souq,Cairo,9628.48,2,19256.96,4.86,1893,,,,,
P3090,ORD103089,HP Pavilion Laptop,Computers,HP,Amazon,Giza,19598.26,2,39196.52,3.14,2240,,,,,
P3091,ORD103090,HP Pavilion Laptop,Computers,HP,Jumia,Giza,2743.64,2,5487.28,4.91,122,,,,,
P3092,ORD103091,T-shirt Cotton,Fashion,Generic,Souq,Giza,5676.36,1,5676.36,1.87,1563,,,,,
P3093,ORD103092,Samsung Galaxy A14,Electronics,Samsung,Amazon,Casablanca,9288.8,1,9288.8,4.29,665,,,,,
P3094,ORD103093,T-shirt Cotton,Fashion,Generic,Jumia,Dubai,8237.38,5,41186.9,2.83,1845,,,,,
P3095,ORD103094,Smartwatch FitPro,Wearables,FitPro,Souq,Dubai,19411.41,4,77645.64,4.01,4857,,,,,
P3096,ORD103095,Adidas Running Shoes,Fashion,Adidas,Souq,Casablanca,6708.13,1,6708.13,1.15,4801,,,,,
P3097,ORD103096,T-shirt Cotton,Fashion,Generic,Jumia,Riyadh,13334.14,4,53336.56,2.67,1953,,,,,
P3098,ORD103097,Smartwatch FitPro,Wearables,FitPro,Jumia,Alexandria,5509.34,1,5509.34,2.43,3487,,,,,
P3099,ORD103098,T-shirt Cotton,Fashion,Generic,Amazon,Dubai,6377.43,1,6377.43,2.49,3560,,,,,
P3100,ORD103099,Samsung Galaxy A14,Electronics,Samsung,Amazon,Alexandria,1814.88,4,7259.52,3.82,1745,,,,,
P3101,ORD103100,iPhone 13,Electronics,Apple,Amazon,Riyadh,17445.28,4,69781.12,4.87,3594,,,,,
P3102,ORD103101,Adidas Running Shoes,Fashion,Adidas,Jumia,Cairo,13335.11,4,53340.44,3.25,672,,,,,
P3103,ORD103102,Samsung Galaxy A14,Electronics,Samsung,Souq,Dubai,15185.23,2,30370.46,1.49,3255,,,,,
P3104,ORD103103,Xiaomi Redmi Note 12,Electronics,Xiaomi,Souq,Alexandria,10716.82,4,42867.28,2.53,2731,,,,,
P3105,ORD103104,HP Pavilion Laptop,Computers,HP,Souq,Cairo,5124.49,3,15373.47,1.61,4197,,,,,
P3106,ORD103105,Smartwatch FitPro,Wearables,FitPro,Amazon,Casablanca,8586.41,5,42932.05,2.88,2309,,,,,
P3107,ORD103106,Bluetooth Headset,Accessories,JBL,Souq,Giza,10254.03,3,30762.09,4.41,510,,,,,
P3108,ORD103107,Bluetooth Headset,Accessories,JBL,Amazon,Riyadh,4210.09,4,16840.36,3.6,3819,,,,,
P3109,ORD103108,iPhone 13,Electronics,Apple,Souq,Dubai,17507.73,4,70030.92,3.87,3899,,,,,
P3110,ORD103109,iPhone 13,Electronics,Apple,Amazon,Casablanca,7374.89,3,22124.67,4.29,2782,,,,,
P3111,ORD103110,Bluetooth Headset,Accessories,JBL,Souq,Giza,1765.52,3,5296.56,1.97,3507,,,,,
P3112,ORD103111,Nike Air Max,Fashion,Nike,Jumia,Cairo,17114.09,1,17114.09,1.21,1184,,,,,
P3113,ORD103112,T-shirt Cotton,Fashion,Generic,Souq,Cairo,13362.4,4,53449.6,1.27,2312,,,,,
P3114,ORD103113,Xiaomi Redmi Note 12,Electronics,Xiaomi,Jumia,Alexandria,7631.95,3,22895.85,2.55,3218,,,,,
P3115,ORD103114,Nike Air Max,Fashion,Nike,Souq,Casablanca,12583.52,4,50334.08,3.82,1311,,,,,
P3116,ORD103115,iPhone 13,Electronics,Apple,Amazon,Giza,1025.96,3,3077.88,3.95,435,,,,,
P3117,ORD103116,T-shirt Cotton,Fashion,Generic,Jumia,Casablanca,3643.04,5,18215.2,1.29,4972,,,,,
P3118,ORD103117,T-shirt Cotton,Fashion,Generic,Amazon,Casablanca,17495.49,5,87477.45,2.44,3280,,,,,
P3119,ORD103118,T-shirt Cotton,Fashion,Generic,Amazon,Alexandria,12620.31,5,63101.55,4.91,30,,,,,
P3120,ORD103119,T-shirt Cotton,Fashion,Generic,Souq,Giza,7164.95,2,14329.9,2.08,1262,,,,,
P3121,ORD103120,Bluetooth Headset,Accessories,JBL,Jumia,Alexandria,8361.6,2,16723.2,2.18,3070,,,,,
P3122,ORD103121,Samsung Galaxy A14,Electronics,Samsung,Amazon,Casablanca,9690.12,1,9690.12,4.74,3231,,,,,
P3123,ORD103122,Samsung Galaxy A14,Electronics,Samsung,Souq,Giza,18813.21,5,94066.05,1.58,1148,,,,,
P3124,ORD103123,T-shirt Cotton,Fashion,Generic,Amazon,Cairo,3143.76,4,12575.04,3.71,1637,,,,,
P3125,ORD103124,Smartwatch FitPro,Wearables,FitPro,Jumia,Dubai,18023.83,3,54071.49,3.46,1969,,,,,
P3126,ORD103125,Xiaomi Redmi Note 12,Electronics,Xiaomi,Jumia,Cairo,5099.45,5,25497.25,3.43,1526,,,,,
P3127,ORD103126,iPhone 13,Electronics,Apple,Jumia,Casablanca,3220.07,3,9660.21,3.6,1630,,,,,
P3128,ORD103127,HP Pavilion Laptop,Computers,HP,Jumia,Cairo,10515.52,5,52577.6,1.82,3436,,,,,
P3129,ORD103128,Dell Inspiron 3501,Computers,Dell,Jumia,Cairo,2740.57,1,2740.57,2.53,4151,,,,,
P3130,ORD103129,Nike Air Max,Fashion,Nike,Amazon,Dubai,3736.08,3,11208.24,3.12,1427,,,,,
P3131,ORD103130,Dell Inspiron 3501,Computers,Dell,Amazon,Cairo,4787.24,1,4787.24,1.16,3256,,,,,
P3132,ORD103131,Nike Air Max,Fashion,Nike,Amazon,Giza,7086.95,5,35434.75,2,1945,,,,,
P3133,ORD103132,Bluetooth Headset,Accessories,JBL,Souq,Riyadh,1054.77,5,5273.85,4.3,54,,,,,
P3134,ORD103133,iPhone 13,Electronics,Apple,Amazon,Cairo,18571.24,4,74284.96,4.85,1918,,,,,
P3135,ORD103134,iPhone 13,Electronics,Apple,Jumia,Alexandria,1146,3,3438,1.43,2690,,,,,
P3136,ORD103135,Adidas Running Shoes,Fashion,Adidas,Amazon,Cairo,656.02,4,2624.08,2.85,473,,,,,
P3137,ORD103136,iPhone 13,Electronics,Apple,Souq,Riyadh,7921.8,5,39609,3.53,1402,,,,,
P3138,ORD103137,Nike Air Max,Fashion,Nike,Amazon,Giza,7776.95,1,7776.95,3.85,2153,,,,,
P3139,ORD103138,Dell Inspiron 3501,Computers,Dell,Jumia,Casablanca,6968.79,5,34843.95,1.12,2141,,,,,
P3140,ORD103139,HP Pavilion Laptop,Computers,HP,Jumia,Riyadh,18392.29,1,18392.29,2.66,2066,,,,,
P3141,ORD103140,iPhone 13,Electronics,Apple,Jumia,Riyadh,1114.55,4,4458.2,4.18,1370,,,,,
P3142,ORD103141,Nike Air Max,Fashion,Nike,Amazon,Casablanca,9917.85,4,39671.4,4.15,4196,,,,,
P3143,ORD103142,Samsung Galaxy A14,Electronics,Samsung,Jumia,Riyadh,12579.26,5,62896.3,3.84,1760,,,,,
P3144,ORD103143,Smartwatch FitPro,Wearables,FitPro,Amazon,Casablanca,406.29,2,812.58,3.98,4191,,,,,
P3145,ORD103144,Xiaomi Redmi Note 12,Electronics,Xiaomi,Souq,Riyadh,8176.56,2,16353.12,3.53,85,,,,,
P3146,ORD103145,Smartwatch FitPro,Wearables,FitPro,Jumia,Cairo,4532.2,4,18128.8,3.01,4042,,,,,
P3147,ORD103146,iPhone 13,Electronics,Apple,Souq,Cairo,19132.42,5,95662.1,3.51,2695,,,,,
P3148,ORD103147,Smartwatch FitPro,Wearables,FitPro,Jumia,Alexandria,16487.23,3,49461.69,1.42,941,,,,,
P3149,ORD103148,T-shirt Cotton,Fashion,Generic,Amazon,Casablanca,2773.77,2,5547.54,4.64,1935,,,,,
P3150,ORD103149,Nike Air Max,Fashion,Nike,Amazon,Dubai,5471.11,1,5471.11,4.6,2607,,,,,
P3151,ORD103150,Samsung Galaxy A14,Electronics,Samsung,Souq,Cairo,5458.96,5,27294.8,4.38,3995,,,,,
P3152,ORD103151,T-shirt Cotton,Fashion,Generic,Jumia,Casablanca,15180.93,1,15180.93,2.35,908,,,,,
P3153,ORD103152,Dell Inspiron 3501,Computers,Dell,Amazon,Dubai,2418.28,4,9673.12,4.66,4933,,,,,
P3154,ORD103153,Smartwatch FitPro,Wearables,FitPro,Amazon,Giza,2465.04,4,9860.16,2.45,3968,,,,,
P3155,ORD103154,Bluetooth Headset,Accessories,JBL,Jumia,Dubai,10295.64,3,30886.92,4.79,529,,,,,
P3156,ORD103155,T-shirt Cotton,Fashion,Generic,Jumia,Dubai,17142.99,4,68571.96,1.62,2187,,,,,
P3157,ORD103156,Bluetooth Headset,Accessories,JBL,Jumia,Alexandria,12304.2,2,24608.4,3.97,2070,,,,,
P3158,ORD103157,Dell Inspiron 3501,Computers,Dell,Jumia,Giza,2954.59,3,8863.77,3.66,3453,,,,,
P3159,ORD103158,T-shirt Cotton,Fashion,Generic,Souq,Casablanca,977.63,5,4888.15,3.47,4194,,,,,
P3160,ORD103159,Adidas Running Shoes,Fashion,Adidas,Amazon,Dubai,2384.22,4,9536.88,1.02,3878,,,,,
P3161,ORD103160,Samsung Galaxy A14,Electronics,Samsung,Amazon,Alexandria,12211.62,3,36634.86,2.02,2425,,,,,
P3162,ORD103161,Nike Air Max,Fashion,Nike,Souq,Alexandria,14533.9,3,43601.7,4.68,1918,,,,,
P3163,ORD103162,Samsung Galaxy A14,Electronics,Samsung,Amazon,Casablanca,17689.4,4,70757.6,3.21,4254,,,,,
P3164,ORD103163,Smartwatch FitPro,Wearables,FitPro,Jumia,Cairo,3979.21,1,3979.21,3.23,1019,,,,,
P3165,ORD103164,HP Pavilion Laptop,Computers,HP,Amazon,Riyadh,15169.15,5,75845.75,3.58,170,,,,,
P3166,ORD103165,Nike Air Max,Fashion,Nike,Jumia,Giza,16864.66,2,33729.32,1.09,4203,,,,,
P3167,ORD103166,Xiaomi Redmi Note 12,Electronics,Xiaomi,Souq,Dubai,18447.31,2,36894.62,2.75,1220,,,,,
P3168,ORD103167,Samsung Galaxy A14,Electronics,Samsung,Amazon,Riyadh,999.66,2,1999.32,3.92,4199,,,,,
P3169,ORD103168,Xiaomi Redmi Note 12,Electronics,Xiaomi,Jumia,Casablanca,13127.25,5,65636.25,2.17,3127,,,,,
P3170,ORD103169,Samsung Galaxy A14,Electronics,Samsung,Jumia,Riyadh,10829.1,1,10829.1,4.91,2248,,,,,
P3171,ORD103170,Dell Inspiron 3501,Computers,Dell,Souq,Riyadh,14055.41,4,56221.64,1.91,4336,,,,,
P3172,ORD103171,HP Pavilion Laptop,Computers,HP,Souq,Casablanca,2409.8,2,4819.6,2.25,4600,,,,,
P3173,ORD103172,Bluetooth Headset,Accessories,JBL,Amazon,Giza,5970.52,2,11941.04,3.24,2895,,,,,
P3174,ORD103173,Xiaomi Redmi Note 12,Electronics,Xiaomi,Amazon,Giza,10934.46,2,21868.92,4.39,2653,,,,,
P3175,ORD103174,T-shirt Cotton,Fashion,Generic,Jumia,Giza,2068.08,2,4136.16,2.89,2902,,,,,
P3176,ORD103175,Smartwatch FitPro,Wearables,FitPro,Jumia,Giza,19759.83,3,59279.49,3.89,2677,,,,,
P3177,ORD103176,Xiaomi Redmi Note 12,Electronics,Xiaomi,Jumia,Dubai,4532.83,2,9065.66,1.96,734,,,,,
P3178,ORD103177,Dell Inspiron 3501,Computers,Dell,Souq,Riyadh,10348.63,1,10348.63,3.12,3087,,,,,
P3179,ORD103178,Bluetooth Headset,Accessories,JBL,Amazon,Giza,3480.82,4,13923.28,1.07,1353,,,,,
P3180,ORD103179,Dell Inspiron 3501,Computers,Dell,Jumia,Riyadh,6284.39,5,31421.95,1.79,509,,,,,
P3181,ORD103180,HP Pavilion Laptop,Computers,HP,Souq,Riyadh,9130.32,4,36521.28,3.12,3760,,,,,
P3182,ORD103181,iPhone 13,Electronics,Apple,Souq,Riyadh,12226.15,1,12226.15,2.97,396,,,,,
P3183,ORD103182,HP Pavilion Laptop,Computers,HP,Souq,Riyadh,12466.79,1,12466.79,3.5,150,,,,,
P3184,ORD103183,HP Pavilion Laptop,Computers,HP,Jumia,Cairo,2911.29,4,11645.16,1.3,4448,,,,,
P3185,ORD103184,Xiaomi Redmi Note 12,Electronics,Xiaomi,Souq,Riyadh,19012.87,5,95064.35,2.46,4160,,,,,
P3186,ORD103185,Smartwatch FitPro,Wearables,FitPro,Amazon,Alexandria,3339.42,1,3339.42,1.63,275,,,,,
P3187,ORD103186,iPhone 13,Electronics,Apple,Jumia,Cairo,4873.97,2,9747.94,1.63,235,,,,,
P3188,ORD103187,Bluetooth Headset,Accessories,JBL,Souq,Giza,17945.73,4,71782.92,3.98,4800,,,,,
P3189,ORD103188,Nike Air Max,Fashion,Nike,Amazon,Alexandria,6757.84,5,33789.2,1.58,1247,,,,,
P3190,ORD103189,Xiaomi Redmi Note 12,Electronics,Xiaomi,Jumia,Riyadh,19588.31,1,19588.31,1.07,1796,,,,,
P3191,ORD103190,Xiaomi Redmi Note 12,Electronics,Xiaomi,Souq,Riyadh,7438.18,5,37190.9,1.81,3745,,,,,
P3192,ORD103191,Adidas Running Shoes,Fashion,Adidas,Souq,Dubai,13948.09,3,41844.27,2.29,3258,,,,,
P3193,ORD103192,Dell Inspiron 3501,Computers,Dell,Amazon,Giza,11344.52,4,45378.08,3,3622,,,,,
P3194,ORD103193,Samsung Galaxy A14,Electronics,Samsung,Amazon,Riyadh,12801.9,3,38405.7,4.11,4531,,,,,
P3195,ORD103194,HP Pavilion Laptop,Computers,HP,Souq,Riyadh,19146.37,3,57439.11,2.77,4877,,,,,
P3196,ORD103195,Adidas Running Shoes,Fashion,Adidas,Souq,Dubai,3893.99,5,19469.95,1.1,1348,,,,,
P3197,ORD103196,iPhone 13,Electronics,Apple,Souq,Dubai,151.42,2,302.84,3.23,1892,,,,,
P3198,ORD103197,Smartwatch FitPro,Wearables,FitPro,Souq,Casablanca,9619.42,2,19238.84,3.39,3404,,,,,
