ProductId,Product,Category,Brand,Price,Rating,Reviews,,,,,
P1114,Nike Air Max,Fashion,Nike,10795.66,1.53,3252,,,,,
P1115,Samsung Galaxy A14,Electronics,Samsung,3096.57,1.32,4245,,,,,
P1116,Smartwatch FitPro,Wearables,FitPro,17758.33,1.88,3182,,,,,
P1117,Smartwatch FitPro,Wearables,FitPro,9420.8,4.48,3669,,,,,
P1118,Samsung Galaxy A14,Electronics,Samsung,3725.83,4.81,2905,,,,,
P1119,Smartwatch FitPro,Wearables,FitPro,3724.19,1.83,865,,,,,
P1120,Smartwatch FitPro,Wearables,FitPro,18412.56,3.14,3301,,,,,
P1121,Samsung Galaxy A14,Electronics,Samsung,1710.05,2.19,1092,,,,,
P1122,Smartwatch FitPro,Wearables,FitPro,15456.58,4.66,4977,,,,,
P1123,Nike Air Max,Fashion,Nike,9942.05,2.79,1343,,,,,
P1124,Xiaomi Redmi Note 12,Electronics,Xiaomi,17598.73,4.26,3435,,,,,
P1125,Xiaomi Redmi Note 12,Electronics,Xiaomi,7272.44,2.14,2160,,,,,
P1126,Adidas Running Shoes,Fashion,Adidas,6220.45,4.64,4657,,,,,
P1127,T-shirt Cotton,Fashion,Generic,6080.76,4.07,3807,,,,,
P1128,Dell Inspiron 3501,Computers,Dell,14772.76,3.83,807,,,,,
P1129,Samsung Galaxy A14,Electronics,Samsung,12425.73,3.45,1789,,,,,
P1130,Xiaomi Redmi Note 12,Electronics,Xiaomi,11165.91,3.4,485,,,,,
P1131,Adidas Running Shoes,Fashion,Adidas,14395.06,1.36,252,,,,,
P1132,Adidas Running Shoes,Fashion,Adidas,9765.69,1.51,3414,,,,,
P1133,T-shirt Cotton,Fashion,Generic,6475.12,3.88,2972,,,,,
P1134,HP Pavilion Laptop,Computers,HP,18211.7,4.32,4106,,,,,
P1135,iPhone 13,Electronics,Apple,16232.46,4.9,1991,,,,,
P1136,Smartwatch FitPro,Wearables,FitPro,7516.24,3.56,1635,,,,,
P1137,Adidas Running Shoes,Fashion,Adidas,680.95,2.99,4991,,,,,
P1138,Samsung Galaxy A14,Electronics,Samsung,15695.77,2.83,2432,,,,,
P1139,Adidas Running Shoes,Fashion,Adidas,6941.15,2.91,4240,,,,,
P1140,T-shirt Cotton,Fashion,Generic,14765.35,2.94,1809,,,,,
P1141,Smartwatch FitPro,Wearables,FitPro,5408.87,1.91,3275,,,,,
P1142,Xiaomi Redmi Note 12,Electronics,Xiaomi,338.91,3.62,3934,,,,,
P1143,Samsung Galaxy A14,Electronics,Samsung,3325.6,1.28,3092,,,,,
P1144,HP Pavilion Laptop,Computers,HP,18169.71,1.29,663,,,,,
P1145,iPhone 13,Electronics,Apple,9795.94,2.43,3351,,,,,
P1146,HP Pavilion Laptop,Computers,HP,10211.44,1.23,2217,,,,,
P1147,HP Pavilion Laptop,Computers,HP,3652.01,4.7,1194,,,,,
P1148,Samsung Galaxy A14,Electronics,Samsung,4286.06,2.98,1318,,,,,
P1149,Smartwatch FitPro,Wearables,FitPro,12111.5,2.05,1860,,,,,
P1150,Smartwatch FitPro,Wearables,FitPro,7124.55,2.61,801,,,,,
P1151,Samsung Galaxy A14,Electronics,Samsung,12669.58,4.45,4943,,,,,
P1152,iPhone 13,Electronics,Apple,19351.11,2.05,3447,,,,,
P1153,Dell Inspiron 3501,Computers,Dell,4006.65,4.26,2619,,,,,
P1154,HP Pavilion Laptop,Computers,HP,698.91,3.44,2593,,,,,
P1155,Smartwatch FitPro,Wearables,FitPro,15875.19,2.66,1170,,,,,
P1156,Samsung Galaxy A14,Electronics,Samsung,19256.57,1.48,2904,,,,,
P1157,Nike Air Max,Fashion,Nike,19551.46,1.87,4930,,,,,
P1158,T-shirt Cotton,Fashion,Generic,8104.25,2.11,4731,,,,,
P1159,Smartwatch FitPro,Wearables,FitPro,19908.85,4.41,3937,,,,,
P1160,iPhone 13,Electronics,Apple,14119.99,3.64,2521,,,,,
P1161,Dell Inspiron 3501,Computers,Dell,18723.07,4.83,3440,,,,,
P1162,Xiaomi Redmi Note 12,Electronics,Xiaomi,15520.89,4.11,2825,,,,,
P1163,T-shirt Cotton,Fashion,Generic,15589.18,4.37,4092,,,,,
P1164,Samsung Galaxy A14,Electronics,Samsung,18376.52,3.37,3593,,,,,
P1165,Adidas Running Shoes,Fashion,Adidas,9925.11,2.39,3459,,,,,
P1166,Dell Inspiron 3501,Computers,Dell,17458.01,4.71,39,,,,,
P1167,Nike Air Max,Fashion,Nike,5713.11,2.39,2472,,,,,
P1168,T-shirt Cotton,Fashion,Generic,10843.28,3.51,3935,,,,,
P1169,Bluetooth Headset,Accessories,JBL,18703.4,3.57,2087,,,,,
P1170,T-shirt Cotton,Fashion,Generic,19534.8,1.7,2127,,,,,
P1171,iPhone 13,Electronics,Apple,4120.73,1.34,3460,,,,,
P1172,Smartwatch FitPro,Wearables,FitPro,17735.01,4.93,3820,,,,,
P1173,iPhone 13,Electronics,Apple,9152.57,3.38,4693,,,,,
P1174,Samsung Galaxy A14,Electronics,Samsung,3514.93,3.52,1240,,,,,
P1175,Bluetooth Headset,Accessories,JBL,17946.36,1.36,1625,,,,,
P1176,Dell Inspiron 3501,Computers,Dell,10920.84,4.25,2722,,,,,
P1177,Nike Air Max,Fashion,Nike,883.53,3.67,4915,,,,,
P1178,Xiaomi Redmi Note 12,Electronics,Xiaomi,3530.51,3.61,3992,,,,,
P1179,Nike Air Max,Fashion,Nike,18229.71,2.2,1570,,,,,
P1180,T-shirt Cotton,Fashion,Generic,19820.46,3.53,4819,,,,,
P1181,Adidas Running Shoes,Fashion,Adidas,15628.75,2.06,3001,,,,,
P1182,Nike Air Max,Fashion,Nike,15249.43,2.01,4396,,,,,
P1183,T-shirt Cotton,Fashion,Generic,9212.63,1.67,382,,,,,
P1184,Adidas Running Shoes,Fashion,Adidas,7795.95,1.09,3184,,,,,
P1185,Samsung Galaxy A14,Electronics,Samsung,11145.37,1.28,491,,,,,
P1186,T-shirt Cotton,Fashion,Generic,3887.6,1.09,3476,,,,,
P1187,Xiaomi Redmi Note 12,Electronics,Xiaomi,1854.77,2.53,496,,,,,
P1188,HP Pavilion Laptop,Computers,HP,14565.63,4.38,3968,,,,,
P1189,Xiaomi Redmi Note 12,Electronics,Xiaomi,13279.77,1.42,3121,,,,,
P1190,Dell Inspiron 3501,Computers,Dell,12064.62,1.05,4681,,,,,
P1191,iPhone 13,Electronics,Apple,14383.82,1.22,1289,,,,,
P1192,Adidas Running Shoes,Fashion,Adidas,3835.29,1.77,2724,,,,,
P1193,Adidas Running Shoes,Fashion,Adidas,18719.07,4.93,836,,,,,
P1194,Smartwatch FitPro,Wearables,FitPro,19865.14,2.31,4406,,,,,
P1195,Xiaomi Redmi Note 12,Electronics,Xiaomi,19567.05,4.8,1861,,,,,
P1196,T-shirt Cotton,Fashion,Generic,9895.29,3.05,3975,,,,,
P1197,T-shirt Cotton,Fashion,Generic,10369.32,4.63,697,,,,,
P1198,Bluetooth Headset,Accessories,JBL,3005.1,3.61,3045,,,,,
P1199,Samsung Galaxy A14,Electronics,Samsung,3792.32,3.63,1180,,,,,
P1200,HP Pavilion Laptop,Computers,HP,6831.86,1.82,2983,,,,,
P1201,Xiaomi Redmi Note 12,Electronics,Xiaomi,5770.14,3.05,364,,,,,
P1202,T-shirt Cotton,Fashion,Generic,7912.41,2.07,292,,,,,
P1203,HP Pavilion Laptop,Computers,HP,14045.35,3.5,3235,,,,,
P1204,Samsung Galaxy A14,Electronics,Samsung,6270.48,3.57,506,,,,,
P1205,Xiaomi Redmi Note 12,Electronics,Xiaomi,5696.75,2.22,4057,,,,,
P1206,Adidas Running Shoes,Fashion,Adidas,13923.27,1.17,202,,,,,
P1207,iPhone 13,Electronics,Apple,5219.28,3.11,489,,,,,
P1208,Xiaomi Redmi Note 12,Electronics,Xiaomi,19907.65,4.47,4453,,,,,
P1209,Smartwatch FitPro,Wearables,FitPro,2090.15,3.03,1194,,,,,
P1210,T-shirt Cotton,Fashion,Generic,373.86,2.16,4050,,,,,
P1211,Xiaomi Redmi Note 12,Electronics,Xiaomi,1797.55,3.21,3583,,,,,
P1212,T-shirt Cotton,Fashion,Generic,7312.13,3.05,700,,,,,
P1213,Adidas Running Shoes,Fashion,Adidas,11436.41,3.01,3040,,,,,
P1214,Bluetooth Headset,Accessories,JBL,13351.69,4.11,4882,,,,,
P1215,Dell Inspiron 3501,Computers,Dell,7587.95,4.84,977,,,,,
P1216,Xiaomi Redmi Note 12,Electronics,Xiaomi,16781.43,4.74,1944,,,,,
P1217,HP Pavilion Laptop,Computers,HP,11071.04,1.47,1147,,,,,
P1218,iPhone 13,Electronics,Apple,14032.1,4.67,1866,,,,,
P1219,Adidas Running Shoes,Fashion,Adidas,939.36,1.49,2138,,,,,
P1220,Bluetooth Headset,Accessories,JBL,7743.02,1.41,967,,,,,
P1221,Xiaomi Redmi Note 12,Electronics,Xiaomi,13461.03,3.21,4743,,,,,
P1222,Nike Air Max,Fashion,Nike,8120.52,2.7,1084,,,,,
P1223,T-shirt Cotton,Fashion,Generic,4959.85,1.04,1239,,,,,
P1224,Dell Inspiron 3501,Computers,Dell,10914.14,2.89,617,,,,,
P1225,T-shirt Cotton,Fashion,Generic,16164.84,1.21,3195,,,,,
P1226,Dell Inspiron 3501,Computers,Dell,4813.47,3.2,1765,,,,,
P1227,Smartwatch FitPro,Wearables,FitPro,6325.38,2.89,3646,,,,,
P1228,Nike Air Max,Fashion,Nike,9087.44,2.31,3111,,,,,
P1229,Adidas Running Shoes,Fashion,Adidas,8255.7,2.9,995,,,,,
P1230,Bluetooth Headset,Accessories,JBL,9641.56,4,2191,,,,,
P1231,T-shirt Cotton,Fashion,Generic,9736.84,4.53,4238,,,,,
P1232,T-shirt Cotton,Fashion,Generic,15667.24,3.33,4806,,,,,
P1233,Smartwatch FitPro,Wearables,FitPro,7151.29,1.54,297,,,,,
P1234,Dell Inspiron 3501,Computers,Dell,17180.36,2.08,4716,,,,,
P1235,Nike Air Max,Fashion,Nike,11230.55,3.57,3650,,,,,
P1236,Smartwatch FitPro,Wearables,FitPro,8622.65,1.37,129,,,,,
P1237,Xiaomi Redmi Note 12,Electronics,Xiaomi,14069.44,4.75,1803,,,,,
P1238,T-shirt Cotton,Fashion,Generic,18892.17,2.85,3739,,,,,
P1239,Dell Inspiron 3501,Computers,Dell,15027.9,1.37,2396,,,,,
P1240,Nike Air Max,Fashion,Nike,10897.71,1.42,1105,,,,,
P1241,Dell Inspiron 3501,Computers,Dell,11357.49,2.08,1286,,,,,
P1242,Dell Inspiron 3501,Computers,Dell,16356.92,1.58,4237,,,,,
P1243,Samsung Galaxy A14,Electronics,Samsung,17312.31,1.75,3390,,,,,
P1244,iPhone 13,Electronics,Apple,16364.88,4.74,1578,,,,,
P1245,Adidas Running Shoes,Fashion,Adidas,5442.38,4.21,1743,,,,,
P1246,Nike Air Max,Fashion,Nike,14364.26,4.78,2450,,,,,
P1247,Samsung Galaxy A14,Electronics,Samsung,18426.51,4.46,2232,,,,,
P1248,T-shirt Cotton,Fashion,Generic,12269.24,2.74,2112,,,,,
P1249,Samsung Galaxy A14,Electronics,Samsung,12692.75,2.28,1266,,,,,
P1250,Samsung Galaxy A14,Electronics,Samsung,7950.16,1.53,761,,,,,
P1251,Xiaomi Redmi Note 12,Electronics,Xiaomi,12231.43,2.88,1286,,,,,
P1252,Bluetooth Headset,Accessories,JBL,16241.19,2.4,2009,,,,,
P1253,Dell Inspiron 3501,Computers,Dell,3663.35,4.28,2923,,,,,
P1254,HP Pavilion Laptop,Computers,HP,17380.87,1.47,3176,,,,,
P1255,Xiaomi Redmi Note 12,Electronics,Xiaomi,7075.03,1.49,3873,,,,,
P1256,Samsung Galaxy A14,Electronics,Samsung,6694.92,2.39,3123,,,,,
P1257,T-shirt Cotton,Fashion,Generic,19626.13,3.09,4829,,,,,
P1258,T-shirt Cotton,Fashion,Generic,16178.69,2.19,690,,,,,
P1259,Smartwatch FitPro,Wearables,FitPro,6125.29,3.47,2092,,,,,
P1260,Bluetooth Headset,Accessories,JBL,18205.89,2.56,3978,,,,,
P1261,Adidas Running Shoes,Fashion,Adidas,723.78,4.1,1746,,,,,
P1262,T-shirt Cotton,Fashion,Generic,12447.62,4.3,493,,,,,
P1263,T-shirt Cotton,Fashion,Generic,8309.49,1.57,1147,,,,,
P1264,Samsung Galaxy A14,Electronics,Samsung,5638.37,3.34,3187,,,,,
P1265,iPhone 13,Electronics,Apple,12386.34,1.76,3269,,,,,
P1266,Xiaomi Redmi Note 12,Electronics,Xiaomi,3341.1,4.03,3715,,,,,
P1267,Smartwatch FitPro,Wearables,FitPro,14155.9,2.75,3806,,,,,
P1268,Samsung Galaxy A14,Electronics,Samsung,840.93,3.42,4950,,,,,
P1269,Nike Air Max,Fashion,Nike,8357.38,3.15,4857,,,,,
P1270,Nike Air Max,Fashion,Nike,16136.42,2.63,4051,,,,,
P1271,HP Pavilion Laptop,Computers,HP,5465.94,3.21,281,,,,,
P1272,T-shirt Cotton,Fashion,Generic,982.16,1.04,2805,,,,,
P1273,Smartwatch FitPro,Wearables,FitPro,18864.13,4.15,4820,,,,,
P1274,Dell Inspiron 3501,Computers,Dell,13180.47,2.93,1816,,,,,
P1275,Samsung Galaxy A14,Electronics,Samsung,131.77,1.08,874,,,,,
P1276,iPhone 13,Electronics,Apple,8924.48,1.31,771,,,,,
P1277,Samsung Galaxy A14,Electronics,Samsung,12197.55,1.74,4979,,,,,
P1278,Dell Inspiron 3501,Computers,Dell,6043.62,2.03,2052,,,,,
P1279,Samsung Galaxy A14,Electronics,Samsung,5552.36,4.85,1901,,,,,
P1280,Xiaomi Redmi Note 12,Electronics,Xiaomi,18335.73,1.06,3217,,,,,
P1281,T-shirt Cotton,Fashion,Generic,14780.15,3.99,1615,,,,,
P1282,Bluetooth Headset,Accessories,JBL,4762.38,2.4,3616,,,,,
P1283,Nike Air Max,Fashion,Nike,14958.81,2.13,2602,,,,,
P1284,iPhone 13,Electronics,Apple,13670.74,3.16,4618,,,,,
P1285,Adidas Running Shoes,Fashion,Adidas,15616.82,4.74,4543,,,,,
P1286,T-shirt Cotton,Fashion,Generic,14755.64,2.22,2432,,,,,
P1287,Smartwatch FitPro,Wearables,FitPro,2351.6,4.93,149,,,,,
P1288,Xiaomi Redmi Note 12,Electronics,Xiaomi,12394.27,1.45,3642,,,,,
P1289,Dell Inspiron 3501,Computers,Dell,14778.78,3.09,4961,,,,,
P1290,T-shirt Cotton,Fashion,Generic,18356.62,2.54,1212,,,,,
P1291,HP Pavilion Laptop,Computers,HP,12788.86,3.3,1961,,,,,
P1292,HP Pavilion Laptop,Computers,HP,2200.87,4.16,475,,,,,
P1293,Nike Air Max,Fashion,Nike,9063.13,1.7,3279,,,,,
P1294,Xiaomi Redmi Note 12,Electronics,Xiaomi,19138.54,3.06,2840,,,,,
P1295,Adidas Running Shoes,Fashion,Adidas,16093.89,2.46,2645,,,,,
P1296,Samsung Galaxy A14,Electronics,Samsung,1912.41,4.63,1728,,,,,
P1297,T-shirt Cotton,Fashion,Generic,15529.93,3.13,2215,,,,,
P1298,Adidas Running Shoes,Fashion,Adidas,406.76,1.18,4979,,,,,
P1299,Samsung Galaxy A14,Electronics,Samsung,9710.34,2.34,4860,,,,,
P1300,Bluetooth Headset,Accessories,JBL,3915.6,4,1529,,,,,
P1301,Bluetooth Headset,Accessories,JBL,13446.89,3.17,2666,,,,,
P1302,Xiaomi Redmi Note 12,Electronics,Xiaomi,7595.25,1.87,22,,,,,
P1303,T-shirt Cotton,Fashion,Generic,14558.75,1.52,1196,,,,,
P1304,Smartwatch FitPro,Wearables,FitPro,1401.79,2.87,4009,,,,,
P1305,Samsung Galaxy A14,Electronics,Samsung,13547.51,2.88,3459,,,,,
P1306,Bluetooth Headset,Accessories,JBL,6249.12,1.03,4179,,,,,
P1307,Smartwatch FitPro,Wearables,FitPro,13368.83,4.17,1139,,,,,
P1308,T-shirt Cotton,Fashion,Generic,8726.96,2.79,2095,,,,,
P1309,Smartwatch FitPro,Wearables,FitPro,16790.96,3.17,3776,,,,,
P1310,iPhone 13,Electronics,Apple,14192.73,2.62,2316,,,,,
P1311,HP Pavilion Laptop,Computers,HP,13379.47,2.78,2498,,,,,
P1312,Smartwatch FitPro,Wearables,FitPro,1843.19,4.64,1936,,,,,
P1313,Nike Air Max,Fashion,Nike,11541.52,2.56,1387,,,,,
P1314,Nike Air Max,Fashion,Nike,18040.83,3.43,3928,,,,,
P1315,Samsung Galaxy A14,Electronics,Samsung,15753.99,2.29,2889,,,,,
P1316,Bluetooth Headset,Accessories,JBL,15798.69,4.64,4710,,,,,
P1317,Samsung Galaxy A14,Electronics,Samsung,16957.46,4.22,3925,,,,,
P1318,Xiaomi Redmi Note 12,Electronics,Xiaomi,674.54,3.31,1680,,,,,
P1319,HP Pavilion Laptop,Computers,HP,19289,2.78,2584,,,,,
P1320,Smartwatch FitPro,Wearables,FitPro,3872.29,1.7,3634,,,,,
P1321,Dell Inspiron 3501,Computers,Dell,11375.41,2.2,453,,,,,
P1322,iPhone 13,Electronics,Apple,5381.18,1.13,135,,,,,
P1323,Smartwatch FitPro,Wearables,FitPro,2357.55,2.7,1098,,,,,
P1324,Smartwatch FitPro,Wearables,FitPro,10246.37,2.89,2666,,,,,
P1325,Samsung Galaxy A14,Electronics,Samsung,7364.04,4.43,1417,,,,,
P1326,Nike Air Max,Fashion,Nike,10889.77,2.32,691,,,,,
P1327,Smartwatch FitPro,Wearables,FitPro,8357.61,2.01,4583,,,,,
P1328,Nike Air Max,Fashion,Nike,17514.94,3.84,4632,,,,,
P1329,Dell Inspiron 3501,Computers,Dell,8187.77,2.27,2885,,,,,
P1330,Adidas Running Shoes,Fashion,Adidas,3697.45,3.98,88,,,,,
P1331,Nike Air Max,Fashion,Nike,16780.11,3.12,1764,,,,,
P1332,Adidas Running Shoes,Fashion,Adidas,16923.9,4.54,2127,,,,,
P1333,HP Pavilion Laptop,Computers,HP,16674.64,3.84,4880,,,,,
P1334,Dell Inspiron 3501,Computers,Dell,4002.78,4.8,1548,,,,,
P1335,Dell Inspiron 3501,Computers,Dell,3655.3,1.32,3240,,,,,
P1336,Dell Inspiron 3501,Computers,Dell,7670.95,4.36,4389,,,,,
P1337,Bluetooth Headset,Accessories,JBL,5735.75,1.92,3999,,,,,
P1338,HP Pavilion Laptop,Computers,HP,2770.75,2.3,115,,,,,
P1339,Dell Inspiron 3501,Computers,Dell,15377.76,5,4475,,,,,
P1340,Nike Air Max,Fashion,Nike,7679.43,2.95,659,,,,,
P1341,Bluetooth Headset,Accessories,JBL,16392.32,4.74,1044,,,,,
P1342,Adidas Running Shoes,Fashion,Adidas,10448.26,1.42,3286,,,,,
P1343,T-shirt Cotton,Fashion,Generic,10779.4,5,2932,,,,,
P1344,Dell Inspiron 3501,Computers,Dell,1155.72,1.49,3777,,,,,
P1345,Bluetooth Headset,Accessories,JBL,1503.49,3.72,1759,,,,,
P1346,Samsung Galaxy A14,Electronics,Samsung,17726.47,1.05,3382,,,,,
P1347,Nike Air Max,Fashion,Nike,19125.6,4.19,250,,,,,
P1348,iPhone 13,Electronics,Apple,5233.25,1.2,2580,,,,,
P1349,Xiaomi Redmi Note 12,Electronics,Xiaomi,7621.11,1.19,2900,,,,,
P1350,Xiaomi Redmi Note 12,Electronics,Xiaomi,18658.05,3.38,4239,,,,,
P1351,Xiaomi Redmi Note 12,Electronics,Xiaomi,3166.32,1.43,2856,,,,,
P1352,Samsung Galaxy A14,Electronics,Samsung,14499.08,1.98,408,,,,,
P1353,Samsung Galaxy A14,Electronics,Samsung,13225.14,3.08,1050,,,,,
P1354,Samsung Galaxy A14,Electronics,Samsung,9121.43,4.43,1591,,,,,
P1355,Dell Inspiron 3501,Computers,Dell,10862.93,3.64,615,,,,,
P1356,HP Pavilion Laptop,Computers,HP,19398.03,2.25,2690,,,,,
P1357,T-shirt Cotton,Fashion,Generic,169.56,4.9,3677,,,,,
P1358,T-shirt Cotton,Fashion,Generic,19295.32,2.87,4449,,,,,
P1359,Smartwatch FitPro,Wearables,FitPro,11026.39,3.39,1252,,,,,
P1360,Nike Air Max,Fashion,Nike,4215.19,3.96,1475,,,,,
P1361,Dell Inspiron 3501,Computers,Dell,4878.52,2.89,62,,,,,
P1362,Nike Air Max,Fashion,Nike,6158.51,3.8,1985,,,,,
P1363,iPhone 13,Electronics,Apple,13495.32,1.3,4995,,,,,
P1364,Dell Inspiron 3501,Computers,Dell,12031.89,1.95,4521,,,,,
P1365,Bluetooth Headset,Accessories,JBL,7417.15,4.48,4136,,,,,
P1366,T-shirt Cotton,Fashion,Generic,13883.57,2.01,4097,,,,,
P1367,HP Pavilion Laptop,Computers,HP,8655.53,3.6,2023,,,,,
P1368,Samsung Galaxy A14,Electronics,Samsung,8159.27,1.9,2857,,,,,
P1369,Smartwatch FitPro,Wearables,FitPro,8575.02,2.09,839,,,,,
P1370,Nike Air Max,Fashion,Nike,17845.38,4.04,336,,,,,
P1371,Dell Inspiron 3501,Computers,Dell,9418.47,1.15,1329,,,,,
P1372,Xiaomi Redmi Note 12,Electronics,Xiaomi,11651.81,3.4,4664,,,,,
P1373,Nike Air Max,Fashion,Nike,5033.2,1.87,4036,,,,,
P1374,T-shirt Cotton,Fashion,Generic,1750.94,4.48,1038,,,,,
P1375,HP Pavilion Laptop,Computers,HP,10976.56,4.03,4742,,,,,
P1376,Samsung Galaxy A14,Electronics,Samsung,12393.45,3.85,3817,,,,,
P1377,Dell Inspiron 3501,Computers,Dell,13110.27,4.78,442,,,,,
P1378,Adidas Running Shoes,Fashion,Adidas,6212.62,2.78,4737,,,,,
P1379,Nike Air Max,Fashion,Nike,17069.68,3.15,256,,,,,
P1380,Dell Inspiron 3501,Computers,Dell,10994.13,4.5,4097,,,,,
P1381,HP Pavilion Laptop,Computers,HP,15796.59,4.59,2192,,,,,
P1382,T-shirt Cotton,Fashion,Generic,4537.93,3.41,166,,,,,
P1383,iPhone 13,Electronics,Apple,10624.55,1.29,1355,,,,,
P1384,iPhone 13,Electronics,Apple,8295.5,2.03,3533,,,,,
P1385,Dell Inspiron 3501,Computers,Dell,19973.83,4.7,543,,,,,
P1386,Adidas Running Shoes,Fashion,Adidas,7576.3,2.25,1515,,,,,
P1387,iPhone 13,Electronics,Apple,10310.6,3.43,4666,,,,,
P1388,Nike Air Max,Fashion,Nike,14417.44,1.21,4395,,,,,
P1389,Xiaomi Redmi Note 12,Electronics,Xiaomi,17591.52,1.42,1550,,,,,
P1390,Xiaomi Redmi Note 12,Electronics,Xiaomi,11130.49,4.93,713,,,,,
P1391,iPhone 13,Electronics,Apple,10519.64,3.45,2528,,,,,
P1392,Xiaomi Redmi Note 12,Electronics,Xiaomi,15369.35,1.39,2662,,,,,
P1393,iPhone 13,Electronics,Apple,303.7,2.83,1788,,,,,
P1394,Adidas Running Shoes,Fashion,Adidas,18085.35,1.34,1066,,,,,
P1395,T-shirt Cotton,Fashion,Generic,14254.98,2.58,1663,,,,,
P1396,Xiaomi Redmi Note 12,Electronics,Xiaomi,13941.58,2.74,851,,,,,
P1397,Adidas Running Shoes,Fashion,Adidas,9632.04,3.99,1902,,,,,
P1398,Bluetooth Headset,Accessories,JBL,11420.66,4.68,1975,,,,,
P1399,T-shirt Cotton,Fashion,Generic,19297.26,2.4,930,,,,,
P1400,Samsung Galaxy A14,Electronics,Samsung,14460.59,2.55,1884,,,,,
P1401,Xiaomi Redmi Note 12,Electronics,Xiaomi,11510.82,3.79,1704,,,,,
P1402,HP Pavilion Laptop,Computers,HP,16444.94,4.51,2607,,,,,
P1403,Dell Inspiron 3501,Computers,Dell,3915.32,1.57,487,,,,,
P1404,Bluetooth Headset,Accessories,JBL,13719.26,2.57,4184,,,,,
P1405,Dell Inspiron 3501,Computers,Dell,18987.62,2.9,633,,,,,
P1406,Adidas Running Shoes,Fashion,Adidas,12916.02,1.09,4767,,,,,
P1407,Xiaomi Redmi Note 12,Electronics,Xiaomi,9431.17,1.07,32,,,,,
P1408,Samsung Galaxy A14,Electronics,Samsung,10227.83,3.92,4650,,,,,
P1409,Adidas Running Shoes,Fashion,Adidas,1471.8,4.33,1587,,,,,
P1410,Bluetooth Headset,Accessories,JBL,2778.57,2.26,2839,,,,,
P1411,Smartwatch FitPro,Wearables,FitPro,12151.44,4.62,2176,,,,,
P1412,Adidas Running Shoes,Fashion,Adidas,12141.65,2.83,4580,,,,,
P1413,Smartwatch FitPro,Wearables,FitPro,13095.68,2.28,1822,,,,,
P1414,Xiaomi Redmi Note 12,Electronics,Xiaomi,8740.77,1.91,4455,,,,,
P1415,Bluetooth Headset,Accessories,JBL,12257.83,2.54,1022,,,,,
P1416,Xiaomi Redmi Note 12,Electronics,Xiaomi,1943.08,1.94,2124,,,,,
P1417,Adidas Running Shoes,Fashion,Adidas,6779.81,3.7,244,,,,,
P1418,HP Pavilion Laptop,Computers,HP,8570.93,4.34,2459,,,,,
P1419,Smartwatch FitPro,Wearables,FitPro,12060.67,2.88,1661,,,,,
P1420,Smartwatch FitPro,Wearables,FitPro,8616.71,4.1,3153,,,,,
P1421,HP Pavilion Laptop,Computers,HP,9912.29,1.42,1942,,,,,
P1422,Adidas Running Shoes,Fashion,Adidas,16866.95,3.64,3363,,,,,
P1423,Samsung Galaxy A14,Electronics,Samsung,7520.54,1.11,3205,,,,,
P1424,Samsung Galaxy A14,Electronics,Samsung,16583.7,3.66,4597,,,,,
P1425,Adidas Running Shoes,Fashion,Adidas,10660.65,3.31,4575,,,,,
P1426,Adidas Running Shoes,Fashion,Adidas,11423.37,3.38,3525,,,,,
P1427,iPhone 13,Electronics,Apple,7353.75,3.3,3205,,,,,
P1428,Adidas Running Shoes,Fashion,Adidas,12870.07,2.19,3046,,,,,
P1429,Bluetooth Headset,Accessories,JBL,1539.96,4.2,2616,,,,,
P1430,HP Pavilion Laptop,Computers,HP,11112.44,4.25,1286,,,,,
P1431,HP Pavilion Laptop,Computers,HP,15996.6,2.85,396,,,,,
P1432,Nike Air Max,Fashion,Nike,212.01,2.62,2177,,,,,
P1433,iPhone 13,Electronics,Apple,12541.86,3.53,1938,,,,,
P1434,T-shirt Cotton,Fashion,Generic,11809.77,2.91,1422,,,,,
P1435,HP Pavilion Laptop,Computers,HP,10260.88,1.59,14,,,,,
P1436,Smartwatch FitPro,Wearables,FitPro,9533.63,1.84,80,,,,,
P1437,T-shirt Cotton,Fashion,Generic,16204.04,2.47,2385,,,,,
P1438,iPhone 13,Electronics,Apple,8686.64,2.13,4290,,,,,
P1439,HP Pavilion Laptop,Computers,HP,1549.09,4.9,1893,,,,,
P1440,Bluetooth Headset,Accessories,JBL,7997.84,1.56,3809,,,,,
P1441,Dell Inspiron 3501,Computers,Dell,9724.77,2.81,4906,,,,,
P1442,T-shirt Cotton,Fashion,Generic,1930.42,3.84,1636,,,,,
P1443,Bluetooth Headset,Accessories,JBL,19189.74,3.58,529,,,,,
P1444,Dell Inspiron 3501,Computers,Dell,19436.36,2.39,3092,,,,,
P1445,iPhone 13,Electronics,Apple,5844.32,2.7,4820,,,,,
P1446,Smartwatch FitPro,Wearables,FitPro,6348.91,4.71,4099,,,,,
P1447,Nike Air Max,Fashion,Nike,13039.39,1.39,4945,,,,,
P1448,iPhone 13,Electronics,Apple,5498.55,2.93,1000,,,,,
P1449,Dell Inspiron 3501,Computers,Dell,3772.89,1.51,4332,,,,,
P1450,Adidas Running Shoes,Fashion,Adidas,235.04,4.82,543,,,,,
P1451,Bluetooth Headset,Accessories,JBL,2767.31,1.25,2421,,,,,
P1452,Smartwatch FitPro,Wearables,FitPro,12207.43,4.76,4954,,,,,
P1453,Nike Air Max,Fashion,Nike,1283.45,1.56,2613,,,,,
