OrderID,ProductId,Platform,City,Quantity,TotalAmount
ORD101215,P1216,Souq,Cairo,1,16781.43
ORD101216,P1217,Jumia,Casablanca,5,55355.2
ORD101217,P1218,Amazon,Riyadh,3,42096.3
ORD101218,P1219,Souq,Riyadh,1,939.36
ORD101219,P1220,Jumia,Cairo,5,38715.1
ORD101220,P1221,Jumia,Cairo,2,26922.06
ORD101221,P1222,Amazon,Alexandria,2,16241.04
ORD101222,P1223,Jumia,Cairo,4,19839.4
ORD101223,P1224,Souq,Giza,1,10914.14
ORD101224,P1225,Souq,Riyadh,4,64659.36
ORD101225,P1226,Amazon,Casablanca,3,14440.41
ORD101226,P1227,Jumia,Casablanca,3,18976.14
ORD101227,P1228,Jumia,Casablanca,4,36349.76
ORD101228,P1229,Jumia,Dubai,5,41278.5
ORD101229,P1230,Amazon,Dubai,1,9641.56
ORD101230,P1231,Souq,Riyadh,1,9736.84
ORD101231,P1232,Jumia,Cairo,1,15667.24
ORD101232,P1233,Jumia,Casablanca,2,14302.58
ORD101233,P1234,Jumia,Cairo,4,68721.44
ORD101234,P1235,Amazon,Alexandria,5,56152.75
ORD101235,P1236,Jumia,Casablanca,5,43113.25
ORD101236,P1237,Souq,Cairo,4,56277.76
ORD101237,P1238,Souq,Giza,5,94460.85
ORD101238,P1239,Amazon,Giza,4,60111.6
ORD101239,P1240,Jumia,Dubai,2,21795.42
ORD101240,P1241,Jumia,Alexandria,2,22714.98
ORD101241,P1242,Jumia,Alexandria,3,49070.76
ORD101242,P1243,Jumia,Riyadh,5,86561.55
ORD101243,P1244,Amazon,Casablanca,5,81824.4
ORD101244,P1245,Jumia,Riyadh,5,27211.9
ORD101245,P1246,Amazon,Cairo,2,28728.52
ORD101246,P1247,Amazon,Dubai,4,73706.04
ORD101247,P1248,Amazon,Alexandria,5,61346.2
ORD101248,P1249,Souq,Cairo,4,50771
ORD101249,P1250,Jumia,Casablanca,4,31800.64
ORD101250,P1251,Amazon,Giza,3,36694.29
ORD101251,P1252,Jumia,Cairo,3,48723.57
ORD101252,P1253,Jumia,Casablanca,4,14653.4
ORD101253,P1254,Jumia,Casablanca,3,52142.61
ORD101254,P1255,Amazon,Dubai,1,7075.03
ORD101255,P1256,Souq,Riyadh,3,20084.76
ORD101256,P1257,Souq,Dubai,4,78504.52
ORD101257,P1258,Souq,Giza,5,80893.45
ORD101258,P1259,Souq,Riyadh,1,6125.29
ORD101259,P1260,Souq,Riyadh,4,72823.56
ORD101260,P1261,Amazon,Riyadh,4,2895.12
ORD101261,P1262,Jumia,Cairo,2,24895.24
ORD101262,P1263,Amazon,Cairo,5,41547.45
ORD101263,P1264,Amazon,Giza,2,11276.74
ORD101264,P1265,Jumia,Alexandria,2,24772.68
ORD101265,P1266,Souq,Alexandria,1,3341.1
ORD101266,P1267,Souq,Riyadh,1,14155.9
ORD101267,P1268,Souq,Cairo,2,1681.86
ORD101268,P1269,Souq,Riyadh,5,41786.9
ORD101269,P1270,Souq,Riyadh,1,16136.42
ORD101270,P1271,Jumia,Dubai,5,27329.7
ORD101271,P1272,Souq,Cairo,5,4910.8
ORD101272,P1273,Souq,Cairo,5,94320.65
ORD101273,P1274,Amazon,Casablanca,3,39541.41
ORD101274,P1275,Amazon,Riyadh,1,131.77
ORD101275,P1276,Jumia,Riyadh,2,17848.96
ORD101276,P1277,Souq,Casablanca,2,24395.1
ORD101277,P1278,Souq,Riyadh,5,30218.1
ORD101278,P1279,Souq,Giza,3,16657.08
ORD101279,P1280,Souq,Dubai,3,55007.19
ORD101280,P1281,Amazon,Riyadh,4,59120.6
ORD101281,P1282,Jumia,Dubai,5,23811.9
ORD101282,P1283,Jumia,Casablanca,4,59835.24
ORD101283,P1284,Amazon,Casablanca,5,68353.7
ORD101284,P1285,Souq,Riyadh,2,31233.64
ORD101285,P1286,Souq,Alexandria,4,59022.56
ORD101286,P1287,Souq,Dubai,1,2351.6
ORD101287,P1288,Jumia,Riyadh,1,12394.27
ORD101288,P1289,Amazon,Alexandria,4,59115.12
ORD101289,P1290,Souq,Cairo,3,55069.86
ORD101290,P1291,Amazon,Alexandria,1,12788.86
ORD101291,P1292,Souq,Riyadh,5,11004.35
ORD101292,P1293,Amazon,Alexandria,3,27189.39
ORD101293,P1294,Amazon,Alexandria,2,38277.08
ORD101294,P1295,Souq,Cairo,3,48281.67
ORD101295,P1296,Jumia,Riyadh,5,9562.05
ORD101296,P1297,Amazon,Cairo,2,31059.86
ORD101297,P1298,Amazon,Casablanca,4,1627.04
ORD101298,P1299,Amazon,Riyadh,1,9710.34
ORD101299,P1300,Amazon,Cairo,1,3915.6
ORD101300,P1301,Jumia,Alexandria,3,40340.67
ORD101301,P1302,Amazon,Casablanca,3,22785.75
ORD101302,P1303,Souq,Casablanca,4,58235
ORD101303,P1304,Amazon,Cairo,2,2803.58
ORD101304,P1305,Souq,Alexandria,4,54190.04
ORD101305,P1306,Jumia,Riyadh,3,18747.36
ORD101306,P1307,Souq,Cairo,5,66844.15
ORD101307,P1308,Jumia,Dubai,2,17453.92
ORD101308,P1309,Amazon,Cairo,4,67163.84
ORD101309,P1310,Amazon,Alexandria,5,70963.65
ORD101310,P1311,Jumia,Casablanca,2,26758.94
ORD101311,P1312,Jumia,Alexandria,5,9215.95
ORD101312,P1313,Souq,Alexandria,4,46166.08
ORD101313,P1314,Amazon,Alexandria,5,90204.15
ORD101314,P1315,Jumia,Casablanca,5,78769.95
ORD101315,P1316,Amazon,Alexandria,3,47396.07
ORD101316,P1317,Souq,Casablanca,3,50872.38
ORD101317,P1318,Souq,Alexandria,4,2698.16
ORD101318,P1319,Jumia,Casablanca,1,19289
ORD101319,P1320,Souq,Dubai,4,15489.16
ORD101320,P1321,Souq,Alexandria,5,56877.05
ORD101321,P1322,Jumia,Dubai,3,16143.54
ORD101322,P1323,Souq,Riyadh,2,4715.1
ORD101323,P1324,Jumia,Riyadh,3,30739.11
ORD101324,P1325,Amazon,Riyadh,2,14728.08
ORD101325,P1326,Souq,Dubai,5,54448.85
ORD101326,P1327,Jumia,Alexandria,1,8357.61
ORD101327,P1328,Jumia,Cairo,2,35029.88
ORD101328,P1329,Souq,Cairo,3,24563.31
ORD101329,P1330,Jumia,Alexandria,2,7394.9
ORD101330,P1331,Souq,Casablanca,1,16780.11
ORD101331,P1332,Souq,Alexandria,1,16923.9
ORD101332,P1333,Jumia,Casablanca,1,16674.64
ORD101333,P1334,Souq,Giza,5,20013.9
ORD101334,P1335,Amazon,Giza,1,3655.3
ORD101335,P1336,Souq,Giza,5,38354.75
ORD101336,P1337,Amazon,Giza,2,11471.5
ORD101337,P1338,Jumia,Giza,2,5541.5
ORD101338,P1339,Amazon,Cairo,3,46133.28
ORD101339,P1340,Amazon,Dubai,4,30717.72
ORD101340,P1341,Jumia,Alexandria,3,49176.96
ORD101341,P1342,Souq,Cairo,4,41793.04
ORD101342,P1343,Amazon,Giza,1,10779.4
ORD101343,P1344,Souq,Dubai,5,5778.6
ORD101344,P1345,Amazon,Giza,4,6013.96
ORD101345,P1346,Amazon,Dubai,3,53179.41
ORD101346,P1347,Souq,Riyadh,1,19125.6
ORD101347,P1348,Amazon,Riyadh,2,10466.5
ORD101348,P1349,Jumia,Casablanca,3,22863.33
ORD101349,P1350,Souq,Cairo,4,74632.2
ORD101350,P1351,Souq,Alexandria,3,9498.96
ORD101351,P1352,Souq,Dubai,1,14499.08
ORD101352,P1353,Amazon,Dubai,1,13225.14
ORD101353,P1354,Jumia,Giza,4,36485.72
ORD101354,P1355,Amazon,Giza,5,54314.65
ORD101355,P1356,Jumia,Alexandria,5,96990.15
ORD101356,P1357,Jumia,Dubai,2,339.12
ORD101357,P1358,Souq,Cairo,2,38590.64
ORD101358,P1359,Jumia,Alexandria,3,33079.17
ORD101359,P1360,Amazon,Cairo,5,21075.95
ORD101360,P1361,Souq,Riyadh,5,24392.6
ORD101361,P1362,Amazon,Casablanca,2,12317.02
ORD101362,P1363,Souq,Dubai,5,67476.6
ORD101363,P1364,Jumia,Giza,2,24063.78
ORD101364,P1365,Souq,Alexandria,2,14834.3
ORD101365,P1366,Amazon,Giza,1,13883.57
ORD101366,P1367,Jumia,Cairo,1,8655.53
ORD101367,P1368,Amazon,Alexandria,4,32637.08
ORD101368,P1369,Souq,Dubai,2,17150.04
ORD101369,P1370,Amazon,Casablanca,2,35690.76
ORD101370,P1371,Jumia,Casablanca,5,47092.35
ORD101371,P1372,Jumia,Dubai,5,58259.05
ORD101372,P1373,Souq,Cairo,3,15099.6
ORD101373,P1374,Amazon,Casablanca,5,8754.7
ORD101374,P1375,Souq,Giza,2,21953.12
ORD101375,P1376,Souq,Alexandria,3,37180.35
ORD101376,P1377,Jumia,Riyadh,3,39330.81
ORD101377,P1378,Jumia,Dubai,5,31063.1
ORD101378,P1379,Amazon,Alexandria,2,34139.36
ORD101379,P1380,Amazon,Cairo,3,32982.39
ORD101380,P1381,Souq,Casablanca,3,47389.77
ORD101381,P1382,Souq,Giza,1,4537.93
ORD101382,P1383,Souq,Alexandria,2,21249.1
ORD101383,P1384,Jumia,Cairo,4,33182
ORD101384,P1385,Souq,Giza,5,99869.15
ORD101385,P1386,Souq,Alexandria,2,15152.6
ORD101386,P1387,Amazon,Cairo,3,30931.8
ORD101387,P1388,Souq,Cairo,3,43252.32
ORD101388,P1389,Amazon,Riyadh,3,52774.56
ORD101389,P1390,Jumia,Giza,2,22260.98
ORD101390,P1391,Amazon,Riyadh,2,21039.28
ORD101391,P1392,Amazon,Alexandria,4,61477.4
ORD101392,P1393,Jumia,Riyadh,3,911.1
ORD101393,P1394,Souq,Cairo,5,90426.75
ORD101394,P1395,Souq,Casablanca,4,57019.92
ORD101395,P1396,Jumia,Alexandria,5,69707.9
ORD101396,P1397,Jumia,Casablanca,5,48160.2
ORD101397,P1398,Jumia,Alexandria,5,57103.3
ORD101398,P1399,Souq,Riyadh,5,96486.3
ORD101399,P1400,Souq,Cairo,5,72302.95
ORD101400,P1401,Amazon,Dubai,1,11510.82
ORD101401,P1402,Jumia,Riyadh,1,16444.94
ORD101402,P1403,Souq,Casablanca,1,3915.32
ORD101403,P1404,Amazon,Casablanca,4,54877.04
ORD101404,P1405,Souq,Dubai,4,75950.48
ORD101405,P1406,Souq,Alexandria,1,12916.02
ORD101406,P1407,Jumia,Giza,1,9431.17
ORD101407,P1408,Souq,Casablanca,3,30683.49
ORD101408,P1409,Amazon,Alexandria,3,4415.4
ORD101409,P1410,Souq,Dubai,3,8335.71
ORD101410,P1411,Jumia,Dubai,5,60757.2
ORD101411,P1412,Jumia,Alexandria,5,60708.25
ORD101412,P1413,Jumia,Alexandria,5,65478.4
ORD101413,P1414,Amazon,Cairo,3,26222.31
ORD101414,P1415,Jumia,Riyadh,4,49031.32
ORD101415,P1416,Amazon,Riyadh,3,5829.24
ORD101416,P1417,Amazon,Cairo,5,33899.05
ORD101417,P1418,Jumia,Cairo,1,8570.93
ORD101418,P1419,Amazon,Cairo,5,60303.35
ORD101419,P1420,Jumia,Casablanca,4,34466.84
ORD101420,P1421,Jumia,Casablanca,4,39649.16
ORD101421,P1422,Amazon,Casablanca,4,67467.8
ORD101422,P1423,Amazon,Dubai,4,30082.16
ORD101423,P1424,Amazon,Riyadh,3,49751.1
ORD101424,P1425,Amazon,Riyadh,3,31981.95
ORD101425,P1426,Souq,Riyadh,2,22846.74
ORD101426,P1427,Souq,Dubai,1,7353.75
ORD101427,P1428,Souq,Riyadh,1,12870.07
ORD101428,P1429,Jumia,Cairo,5,7699.8
ORD101429,P1430,Souq,Alexandria,1,11112.44
ORD101430,P1431,Souq,Casablanca,4,63986.4
ORD101431,P1432,Jumia,Dubai,5,1060.05
ORD101432,P1433,Souq,Cairo,2,25083.72
ORD101433,P1434,Jumia,Alexandria,5,59048.85
ORD101434,P1435,Souq,Alexandria,5,51304.4
ORD101435,P1436,Jumia,Giza,3,28600.89
ORD101436,P1437,Souq,Giza,2,32408.08
ORD101437,P1438,Souq,Cairo,2,17373.28
ORD101438,P1439,Jumia,Casablanca,4,6196.36
ORD101439,P1440,Souq,Cairo,4,31991.36
ORD101440,P1441,Amazon,Cairo,3,29174.31
ORD101441,P1442,Amazon,Alexandria,4,7721.68
ORD101442,P1443,Jumia,Casablanca,5,95948.7
ORD101443,P1444,Amazon,Dubai,5,97181.8
ORD101444,P1445,Souq,Cairo,3,17532.96
ORD101445,P1446,Amazon,Alexandria,4,25395.64
ORD101446,P1447,Jumia,Casablanca,5,65196.95
ORD101447,P1448,Amazon,Riyadh,3,16495.65
ORD101448,P1449,Amazon,Giza,4,15091.56
ORD101449,P1450,Jumia,Riyadh,5,1175.2
ORD101450,P1451,Jumia,Casablanca,1,2767.31
ORD101451,P1452,Jumia,Dubai,2,24414.86
ORD101452,P1453,Jumia,Giza,5,6417.25
ORD101453,P1454,Amazon,Casablanca,4,74720.44
ORD101454,P1455,Jumia,Alexandria,1,19435.88
ORD101455,P1456,Jumia,Giza,5,84733.65
ORD101456,P1457,Amazon,Alexandria,1,12424.66
ORD101457,P1458,Souq,Cairo,5,41646.95
ORD101458,P1459,Amazon,Dubai,3,16721.46
ORD101459,P1460,Jumia,Giza,1,19797.96
ORD101460,P1461,Jumia,Cairo,5,82616.1
ORD101461,P1462,Jumia,Giza,4,34554.36
ORD101462,P1463,Amazon,Alexandria,3,18007.95
ORD101463,P1464,Souq,Riyadh,5,31070.2
ORD101464,P1465,Souq,Dubai,2,12472.58
ORD101465,P1466,Jumia,Casablanca,1,12596.42
ORD101466,P1467,Amazon,Alexandria,5,93213.9
ORD101467,P1468,Souq,Riyadh,1,2552.74
ORD101468,P1469,Amazon,Casablanca,5,12491.4
ORD101469,P1470,Souq,Cairo,4,73939.72
ORD101470,P1471,Amazon,Riyadh,1,1555.91
ORD101471,P1472,Souq,Riyadh,5,55974.25
ORD101472,P1473,Souq,Alexandria,3,20470.56
ORD101473,P1474,Jumia,Giza,3,41588.16
ORD101474,P1475,Jumia,Dubai,5,39912.95
ORD101475,P1476,Souq,Alexandria,4,36044.52
ORD101476,P1477,Jumia,Riyadh,4,34041.24
ORD101477,P1478,Jumia,Giza,1,8414.26
ORD101478,P1479,Souq,Giza,3,51085.59
ORD101479,P1480,Amazon,Dubai,5,19637
ORD101480,P1481,Amazon,Dubai,4,23422.72
ORD101481,P1482,Amazon,Alexandria,4,73049.52
ORD101482,P1483,Amazon,Cairo,2,11318.2
ORD101483,P1484,Amazon,Casablanca,2,6197.48
ORD101484,P1485,Jumia,Riyadh,5,69335.4
ORD101485,P1486,Souq,Alexandria,3,10641
ORD101486,P1487,Amazon,Riyadh,4,3506.68
ORD101487,P1488,Amazon,Giza,5,14230.05
ORD101488,P1489,Souq,Casablanca,1,7207.35
ORD101489,P1490,Souq,Dubai,1,19165.28
ORD101490,P1491,Jumia,Alexandria,1,1175.1
ORD101491,P1492,Souq,Riyadh,4,55134.36
ORD101492,P1493,Amazon,Casablanca,5,90419.85
ORD101493,P1494,Jumia,Giza,4,65148.24
ORD101494,P1495,Jumia,Riyadh,1,19695.53
ORD101495,P1496,Amazon,Alexandria,1,4744.85
ORD101496,P1497,Amazon,Cairo,4,57971.72
ORD101497,P1498,Jumia,Giza,2,22252.76
ORD101498,P1499,Amazon,Cairo,2,31675.86
ORD101499,P1500,Souq,Riyadh,4,25129.04
ORD101500,P1501,Amazon,Giza,2,7881.4
ORD101501,P1502,Amazon,Alexandria,2,12169.46
ORD101502,P1503,Jumia,Riyadh,2,30694.64
ORD101503,P1504,Amazon,Giza,3,15909.24
ORD101504,P1505,Jumia,Riyadh,4,12178.88
ORD101505,P1506,Souq,Cairo,1,17689.71
ORD101506,P1507,Jumia,Riyadh,4,6725.8
ORD101507,P1508,Jumia,Alexandria,4,48670.2
ORD101508,P1509,Souq,Casablanca,1,12812.02
ORD101509,P1510,Amazon,Alexandria,4,26857.92
ORD101510,P1511,Souq,Riyadh,1,9584.98
ORD101511,P1512,Souq,Dubai,3,14139.51
ORD101512,P1513,Amazon,Dubai,5,4132.15
ORD101513,P1514,Amazon,Riyadh,3,51036.93
ORD101514,P1515,Jumia,Riyadh,1,4332.03
ORD101515,P1516,Amazon,Alexandria,5,46642.95
ORD101516,P1517,Amazon,Dubai,1,6721.6
ORD101517,P1518,Souq,Dubai,3,24525.39
ORD101518,P1519,Jumia,Cairo,4,73757.16
ORD101519,P1520,Souq,Dubai,1,15760.01
ORD101520,P1521,Amazon,Casablanca,2,25280.5
ORD101521,P1522,Amazon,Casablanca,4,29088.16
ORD101522,P1523,Souq,Cairo,1,16852.73
ORD101523,P1524,Amazon,Giza,2,19529.86
ORD101524,P1525,Jumia,Giza,4,60941.76
ORD101525,P1526,Jumia,Dubai,1,17708.99
ORD101526,P1527,Amazon,Casablanca,5,78070.15
ORD101527,P1528,Jumia,Alexandria,4,32184.88
ORD101528,P1529,Jumia,Cairo,5,70031.7
ORD101529,P1530,Souq,Alexandria,2,16104.54
ORD101530,P1531,Souq,Casablanca,5,38522.65
ORD101531,P1532,Souq,Dubai,3,39915.39
ORD101532,P1533,Amazon,Riyadh,4,73563.08
ORD101533,P1534,Jumia,Alexandria,2,20441.54
ORD101534,P1535,Souq,Cairo,1,17665.14
ORD101535,P1536,Souq,Riyadh,1,8896.2
ORD101536,P1537,Amazon,Dubai,5,86295.85
ORD101537,P1538,Jumia,Giza,4,76371.28
ORD101538,P1539,Amazon,Dubai,2,31885.18
ORD101539,P1540,Amazon,Dubai,2,31544.3
ORD101540,P1541,Jumia,Riyadh,4,26169.72
ORD101541,P1542,Souq,Cairo,4,2134.16
ORD101542,P1543,Souq,Giza,3,44599.26
ORD101543,P1544,Souq,Giza,2,13415.58
ORD101544,P1545,Jumia,Dubai,2,14317.24
ORD101545,P1546,Souq,Casablanca,5,27677.95
ORD101546,P1547,Amazon,Dubai,2,21886.76
ORD101547,P1548,Amazon,Cairo,4,19628.08
ORD101548,P1549,Jumia,Alexandria,1,8323.88
ORD101549,P1550,Amazon,Cairo,1,2454.52
ORD101550,P1551,Amazon,Dubai,2,26894.92
ORD101551,P1552,Amazon,Dubai,3,8307.72
ORD101552,P1553,Amazon,Riyadh,3,28809.48
ORD101553,P1554,Amazon,Riyadh,5,74217.1
ORD101554,P1555,Souq,Dubai,3,36162.48
ORD101555,P1556,Amazon,Casablanca,1,13605.94
ORD101556,P1557,Amazon,Cairo,1,5777.57
ORD101557,P1558,Jumia,Riyadh,5,91225.25
ORD101558,P1559,Amazon,Casablanca,4,5101.04
ORD101559,P1560,Souq,Giza,1,14731.57
ORD101560,P1561,Souq,Giza,4,27022.08
ORD101561,P1562,Amazon,Casablanca,3,33457.53
ORD101562,P1563,Souq,Giza,3,14847.66
ORD101563,P1564,Jumia,Casablanca,4,56811.12
ORD101564,P1565,Souq,Giza,2,16516.18
ORD101565,P1566,Souq,Riyadh,4,16019.72
ORD101566,P1567,Amazon,Cairo,4,2081.72
ORD101567,P1568,Jumia,Cairo,5,75644.85
ORD101568,P1569,Amazon,Giza,1,5106.51
ORD101569,P1570,Jumia,Giza,3,33637.74
ORD101570,P1571,Jumia,Casablanca,2,31125.04
ORD101571,P1572,Amazon,Casablanca,4,41185.44
ORD101572,P1573,Jumia,Alexandria,2,38863.32
ORD101573,P1574,Amazon,Riyadh,5,45714.85
ORD101574,P1575,Jumia,Dubai,5,51727.6
ORD101575,P1576,Amazon,Riyadh,4,71939.44
ORD101576,P1577,Souq,Cairo,1,8609.93
ORD101577,P1578,Amazon,Alexandria,5,78619.4
ORD101578,P1579,Amazon,Casablanca,1,12728.83
ORD101579,P1580,Amazon,Riyadh,2,922.1
ORD101580,P1581,Souq,Alexandria,2,30786.7
ORD101581,P1582,Souq,Alexandria,5,58386
ORD101582,P1583,Souq,Cairo,4,55205.04
ORD101583,P1584,Jumia,Casablanca,2,14054.52
ORD101584,P1585,Jumia,Alexandria,3,51197.94
ORD101585,P1586,Amazon,Giza,3,34546.26
ORD101586,P1587,Souq,Casablanca,3,42598.74
ORD101587,P1588,Souq,Cairo,5,71848.95
ORD101588,P1589,Amazon,Casablanca,1,13158.4
ORD101589,P1590,Jumia,Giza,1,9789.26
ORD101590,P1591,Jumia,Dubai,2,20098.3
ORD101591,P1592,Jumia,Alexandria,5,31723.15
ORD101592,P1593,Souq,Alexandria,5,83309.7
ORD101593,P1594,Souq,Cairo,3,10952.4
ORD101594,P1595,Jumia,Dubai,1,7524.67
ORD101595,P1596,Amazon,Riyadh,4,61215.24
ORD101596,P1597,Jumia,Alexandria,2,31665.06
ORD101597,P1598,Souq,Giza,5,94857.7
ORD101598,P1599,Jumia,Cairo,5,88459
ORD101599,P1600,Amazon,Giza,4,23268.08
ORD101600,P1601,Souq,Casablanca,3,33221.55
ORD101601,P1602,Amazon,Giza,4,44392.52
ORD101602,P1603,Jumia,Dubai,4,63031.2
ORD101603,P1604,Jumia,Alexandria,4,32962.8
ORD101604,P1605,Jumia,Giza,3,23592.9
ORD101605,P1606,Jumia,Giza,5,36493.45
ORD101606,P1607,Jumia,Dubai,4,50279
ORD101607,P1608,Souq,Alexandria,3,36563.31
ORD101608,P1609,Souq,Dubai,3,49025.04
ORD101609,P1610,Souq,Casablanca,1,19392.89
ORD101610,P1611,Amazon,Casablanca,2,9704.16
ORD101611,P1612,Amazon,Casablanca,2,32678.08
ORD101612,P1613,Jumia,Riyadh,3,40870.41
ORD101613,P1614,Amazon,Giza,1,3660.3
ORD101614,P1615,Jumia,Cairo,1,898.39
ORD101615,P1616,Jumia,Casablanca,3,497.46
ORD101616,P1617,Amazon,Riyadh,3,11013.15
ORD101617,P1618,Amazon,Riyadh,1,7569.21
ORD101618,P1619,Amazon,Alexandria,5,32601.55
ORD101619,P1620,Amazon,Riyadh,3,4051.8
ORD101620,P1621,Souq,Riyadh,3,42637.8
ORD101621,P1622,Souq,Giza,2,30546
ORD101622,P1623,Souq,Giza,2,9526.98
ORD101623,P1624,Souq,Dubai,1,8815.9
ORD101624,P1625,Amazon,Dubai,4,19367
ORD101625,P1626,Jumia,Alexandria,4,24428.84
ORD101626,P1627,Souq,Alexandria,2,18081.14
ORD101627,P1628,Souq,Casablanca,2,27589.82
ORD101628,P1629,Amazon,Alexandria,5,11098.25
ORD101629,P1630,Souq,Cairo,5,32218.7
ORD101630,P1631,Jumia,Riyadh,4,32993.32
ORD101631,P1632,Amazon,Riyadh,2,32121.3
ORD101632,P1633,Souq,Giza,2,20262.98
ORD101633,P1634,Amazon,Cairo,3,36072.75
ORD101634,P1635,Souq,Cairo,5,75272.95
ORD101635,P1636,Jumia,Alexandria,4,23440.4
ORD101636,P1637,Jumia,Dubai,5,73660.65
ORD101637,P1638,Jumia,Riyadh,2,8700.02
ORD101638,P1639,Souq,Casablanca,3,29812.71
ORD101639,P1640,Jumia,Dubai,2,13259.9
ORD101640,P1641,Souq,Riyadh,4,45048.8
ORD101641,P1642,Souq,Riyadh,2,27980.04
ORD101642,P1643,Amazon,Cairo,3,9452.67
ORD101643,P1644,Jumia,Riyadh,2,31284.78
ORD101644,P1645,Amazon,Giza,1,6570.75
ORD101645,P1646,Souq,Cairo,5,57330.2
ORD101646,P1647,Amazon,Cairo,5,51366.75
ORD101647,P1648,Jumia,Giza,5,86297.6
ORD101648,P1649,Souq,Dubai,4,1736.84
ORD101649,P1650,Amazon,Cairo,1,1635.81
ORD101650,P1651,Jumia,Alexandria,5,16671.3
ORD101651,P1652,Jumia,Casablanca,3,20313.69
ORD101652,P1653,Jumia,Cairo,2,2743.94
ORD101653,P1654,Souq,Casablanca,2,13714.74
ORD101654,P1655,Amazon,Alexandria,1,12000.92
ORD101655,P1656,Amazon,Alexandria,3,10157.76
ORD101656,P1657,Jumia,Giza,4,20272.36
ORD101657,P1658,Jumia,Cairo,3,37621.62
ORD101658,P1659,Jumia,Casablanca,2,3822.14
ORD101659,P1660,Souq,Giza,4,71015.4
ORD101660,P1661,Amazon,Dubai,3,44396.94
ORD101661,P1662,Jumia,Casablanca,1,2319.9
ORD101662,P1663,Amazon,Giza,5,78168.75
ORD101663,P1664,Jumia,Dubai,3,47793.36
ORD101664,P1665,Amazon,Dubai,1,2327.07
ORD101665,P1666,Amazon,Riyadh,2,18876.24
ORD101666,P1667,Souq,Alexandria,4,11279.2
ORD101667,P1668,Jumia,Riyadh,3,38036.1
ORD101668,P1669,Souq,Alexandria,4,44424.8
ORD101669,P1670,Jumia,Alexandria,2,19121.28
ORD101670,P1671,Amazon,Cairo,1,3100.12
ORD101671,P1672,Jumia,Dubai,2,2525.44
ORD101672,P1673,Souq,Casablanca,4,4492.8
ORD101673,P1674,Jumia,Casablanca,3,58700.37
ORD101674,P1675,Souq,Alexandria,2,28989.06
ORD101675,P1676,Souq,Cairo,2,2621.98
ORD101676,P1677,Souq,Dubai,3,15747.51
ORD101677,P1678,Amazon,Giza,4,32360.6
ORD101678,P1679,Souq,Cairo,1,372.19
ORD101679,P1680,Amazon,Riyadh,2,8924.84
ORD101680,P1681,Amazon,Riyadh,2,2353.16
ORD101681,P1682,Amazon,Riyadh,1,10711.32
ORD101682,P1683,Jumia,Giza,1,2184.81
ORD101683,P1684,Amazon,Casablanca,5,20036.2
ORD101684,P1685,Souq,Giza,5,77539.65
ORD101685,P1686,Amazon,Alexandria,3,27924.66
ORD101686,P1687,Souq,Dubai,1,7901.04
ORD101687,P1688,Souq,Giza,3,15183.33
ORD101688,P1689,Amazon,Cairo,4,74418.28
ORD101689,P1690,Souq,Alexandria,2,37450.74
ORD101690,P1691,Jumia,Cairo,2,20845.24
ORD101691,P1692,Amazon,Giza,2,26379
ORD101692,P1693,Souq,Alexandria,4,6769.44
ORD101693,P1694,Souq,Casablanca,3,38714.58
ORD101694,P1695,Jumia,Dubai,1,15231.1
ORD101695,P1696,Souq,Riyadh,2,20503.38
ORD101696,P1697,Jumia,Cairo,1,8001.4
ORD101697,P1698,Souq,Dubai,1,6623.22
ORD101698,P1699,Amazon,Riyadh,2,30297.68
ORD101699,P1700,Jumia,Casablanca,5,19240.85
ORD101700,P1701,Jumia,Alexandria,1,13702.89
ORD101701,P1702,Souq,Riyadh,4,64798.52
ORD101702,P1703,Souq,Casablanca,1,6906.43
ORD101703,P1704,Souq,Riyadh,4,78384.4
ORD101704,P1705,Amazon,Cairo,3,57067.74
ORD101705,P1706,Jumia,Alexandria,2,15979.68
ORD101706,P1707,Souq,Dubai,4,11754
ORD101707,P1708,Jumia,Riyadh,2,34939.04
ORD101708,P1709,Souq,Casablanca,2,37343.64
ORD101709,P1710,Jumia,Giza,5,31207.2
ORD101710,P1711,Jumia,Dubai,4,52883.96
ORD101711,P1712,Souq,Dubai,4,32794.2
ORD101712,P1713,Jumia,Alexandria,5,11864.25
ORD101713,P1714,Amazon,Giza,1,12201.77
ORD101714,P1715,Souq,Alexandria,4,25898.16
ORD101715,P1716,Souq,Riyadh,3,46599.99
ORD101716,P1717,Amazon,Casablanca,1,3039.07
ORD101717,P1718,Jumia,Giza,4,63907.76
ORD101718,P1719,Jumia,Giza,5,48343.5
ORD101719,P1720,Jumia,Giza,5,70996.85
ORD101720,P1721,Amazon,Alexandria,1,11845.83
ORD101721,P1722,Jumia,Casablanca,1,2883.65
ORD101722,P1723,Amazon,Cairo,4,53877.88
ORD101723,P1724,Souq,Alexandria,3,25470.36
ORD101724,P1725,Amazon,Alexandria,5,27462.6
ORD101725,P1726,Souq,Giza,4,7513.32
ORD101726,P1727,Jumia,Alexandria,1,4544.47
ORD101727,P1728,Amazon,Casablanca,2,32743.52
ORD101728,P1729,Souq,Dubai,1,18639.96
ORD101729,P1730,Jumia,Dubai,4,22801.84
ORD101730,P1731,Souq,Dubai,5,18258.15
ORD101731,P1732,Souq,Dubai,2,38153.28
ORD101732,P1733,Amazon,Dubai,4,64040.08
